26206,0.000302298
10329,0.00024415
-5460,0.000187016
-3730,0.000331973
-9091,0.000395131
-9146,0.000519497
3433,0.000789601
-2276,0.000848745
-11579,0.000866431
2662,0.00115571
8876,0.00135239
-1757,0.00135473
11,0.00150013
1620,0.00164369
-3546,0.0017091
10399,0.00199496
20716,0.00223897
909,0.00213549
-13276,0.00209686
-10731,0.00225121
-14518,0.00233253
-8412,0.00252796
8048,0.00284284
3103,0.00291079
-3095,0.0029643
11596,0.00325876
13319,0.00340364
328,0.00337878
-49,0.00349943
-3875,0.0035803
-11083,0.00362215
3911,0.00392012
12904,0.00414885
-5311,0.00406374
-13522,0.00409402
-7897,0.0042839
-9314,0.00439256
1137,0.00463812
17073,0.00494694
8172,0.00496927
504,0.00500581
11452,0.0052571
7045,0.00533127
-7209,0.00529184
-7237,0.00541652
-12134,0.00548503
-15870,0.00556693
4356,0.00592525
14675,0.00616928
-744,0.00611642
-4767,0.00619501
-133,0.00637347
-3615,0.0064583
6266,0.00669728
17264,0.00694915
2717,0.00690634
-5834,0.0069327
3539,0.00716582
-2460,0.00722162
-12541,0.00723033
-8051,0.00740713
-10883,0.00749946
-9750,0.00763753
13890,0.00803523
21854,0.0082521
4961,0.00818223
-54,0.00824938
-779,0.00836601
-8091,0.00840667
1247,0.00863938
9275,0.00885699
-6337,0.0088019
-10622,0.00887747
1430,0.0091415
-2508,0.00922107
-6878,0.00929566
489,0.00950564
-3482,0.00958483
-1799,0.00972925
19773,0.0101031
21082,0.0102432
729,0.0101334
-5736,0.0101838
-9859,0.0102613
-16470,0.01031
-2880,0.0105918
6580,0.0108259
-6109,0.0108045
-4616,0.0109468
8771,0.0112262
4183,0.0112983
1138,0.0113881
5837,0.0115673
-3464,0.011585
-3659,0.0117078
14880,0.0120466
11470,0.0121323
-8031,0.0120324
-11382,0.0121187
-14134,0.012212
-15813,0.0123176
3519,0.0126656
13489,0.0129056
1335,0.0128904
4058,0.0130468
13333,0.0132788
4023,0.0132964
-543,0.0133687
269,0.0135031
-12428,0.0134816
-10608,0.0136276
9251,0.0139817
6233,0.0140719
-8073,0.0140319
-6686,0.0141729
-8408,0.014278
-7312,0.0144157
13081,0.0147759
18293,0.014961
2529,0.0149042
3116,0.0150359
6951,0.0152052
-5190,0.0151901
-7806,0.015285
-6540,0.0154246
-17266,0.0154258
-9215,0.0156437
13722,0.0160333
11285,0.0161302
129,0.0161265
1632,0.0162688
-3987,0.016329
-4437,0.0164488
13194,0.0167772
12245,0.0168913
-5526,0.0168113
-4080,0.0169529
-1244,0.0171106
-10667,0.017127
-7189,0.0172921
-3339,0.0174615
-11457,0.0174928
713,0.0177582
22228,0.0181314
15721,0.0181813
3126,0.0181611
695,0.018258
-10165,0.0182577
-10966,0.0183735
6463,0.0186996
3897,0.018795
-10393,0.0187551
